1.000000,0.108000,1934.887045,1296.479222,223.342365,-0.033470,-0.001047,-1.670637
1.000000,0.140000,1934.951436,1296.408382,223.480056,-0.033376,-0.000968,-1.670272
1.000000,0.174000,1934.846327,1296.467454,223.388846,-0.033524,-0.000868,-1.670431
1.000000,0.246000,1934.908882,1296.495469,223.408112,-0.033300,-0.001183,-1.670363
1.000000,0.264000,1934.861964,1296.450616,223.462179,-0.033251,-0.001065,-1.670616
1.000000,0.278000,1934.900112,1296.413116,223.419202,-0.033364,-0.001260,-1.670453
1.000000,0.290000,1934.905990,1296.428400,223.427618,-0.033135,-0.001316,-1.670480
1.000000,0.304000,1934.867649,1296.459563,223.398817,-0.032956,-0.001291,-1.670649
1.000000,0.317000,1934.835985,1296.461398,223.372306,-0.033030,-0.001358,-1.670856
1.000000,0.332000,1934.886107,1296.457882,223.429681,-0.033003,-0.001184,-1.670648
1.000000,0.346000,1934.915021,1296.440545,223.451250,-0.033160,-0.001237,-1.670741
1.000000,0.380000,1934.918067,1296.429759,223.484529,-0.033142,-0.001042,-1.670406
1.000000,0.393000,1934.919755,1296.432366,223.446511,-0.032912,-0.001143,-1.670480
1.000000,0.407000,1934.906072,1296.421613,223.407925,-0.033042,-0.001023,-1.670460
1.000000,0.420000,1934.866697,1296.431625,223.361499,-0.033303,-0.001103,-1.670683
1.000000,0.433000,1934.848379,1296.428580,223.405230,-0.033255,-0.001183,-1.670632
1.000000,0.448000,1934.846062,1296.409916,223.438618,-0.032861,-0.001111,-1.670574
1.000000,0.464000,1934.874771,1296.449471,223.454447,-0.033095,-0.001212,-1.670496
1.000000,0.480000,1934.927181,1296.439659,223.470640,-0.033355,-0.001138,-1.670698
1.000000,0.493000,1934.958357,1296.400639,223.423694,-0.033201,-0.001160,-1.670657
1.000000,0.505000,1934.962520,1296.415120,223.405409,-0.033054,-0.001049,-1.670697
1.000000,0.518000,1934.890617,1296.436969,223.435793,-0.033311,-0.001170,-1.670506
1.000000,0.532000,1934.849045,1296.416668,223.418619,-0.033291,-0.001087,-1.670288
1.000000,0.547000,1934.821494,1296.416572,223.365318,-0.033485,-0.001147,-1.670376
1.000000,0.561000,1934.846193,1296.462880,223.387450,-0.032935,-0.001174,-1.670862
1.000000,0.575000,1934.873761,1296.506716,223.433613,-0.033135,-0.001183,-1.670776
1.000000,0.589000,1934.935039,1296.455690,223.455981,-0.033142,-0.001149,-1.670693
1.000000,0.601000,1934.964580,1296.450597,223.484137,-0.033234,-0.001094,-1.670395
1.000000,0.615000,1934.947320,1296.423374,223.469680,-0.033268,-0.001041,-1.670321
1.000000,0.629000,1934.893611,1296.338269,223.344033,-0.033406,-0.000967,-1.670373
1.000000,0.641000,1934.877446,1296.373947,223.372258,-0.033552,-0.000969,-1.670394
1.000000,0.654000,1934.850060,1296.455094,223.426747,-0.033794,-0.001083,-1.670373
1.000000,0.665000,1934.833171,1296.533116,223.454546,-0.033866,-0.001245,-1.670470
1.000000,0.678000,1934.846380,1296.507919,223.409322,-0.033260,-0.001210,-1.670598
1.000000,0.692000,1934.868235,1296.452366,223.406409,-0.032876,-0.001072,-1.670766
1.000000,0.705000,1934.915727,1296.410570,223.439286,-0.032779,-0.001065,-1.670658
1.000000,0.718000,1934.948337,1296.367250,223.390030,-0.033724,-0.001219,-1.670200
1.000000,0.729000,1934.939002,1296.364099,223.409057,-0.033956,-0.001087,-1.670081
1.000000,0.742000,1934.918396,1296.414162,223.480064,-0.033811,-0.001091,-1.670315
1.000000,0.754000,1934.864260,1296.448377,223.498135,-0.033448,-0.000995,-1.670448
1.000000,0.766000,1934.847999,1296.450401,223.420849,-0.033173,-0.001008,-1.670658
1.000000,0.779000,1934.847566,1296.504595,223.386527,-0.033217,-0.001138,-1.670598
1.000000,0.789000,1934.876023,1296.489503,223.408864,-0.033397,-0.001334,-1.670467
1.000000,0.806000,1934.887402,1296.453697,223.407479,-0.033476,-0.001113,-1.670361
1.000000,0.819000,1934.919891,1296.416958,223.378507,-0.033675,-0.001086,-1.670528
1.000000,0.831000,1934.932963,1296.412537,223.436379,-0.033626,-0.001108,-1.670647
1.000000,0.845000,1934.926126,1296.420324,223.466293,-0.033452,-0.001089,-1.670508
1.000000,0.856000,1934.894328,1296.416372,223.445597,-0.033276,-0.001056,-1.670419
1.000000,0.867000,1934.913341,1296.443917,223.449118,-0.033235,-0.001173,-1.670423
1.000000,0.879000,1934.915246,1296.489169,223.447499,-0.033280,-0.001221,-1.670563
1.000000,0.893000,1934.881011,1296.481619,223.400329,-0.033313,-0.001141,-1.670746
1.000000,0.906000,1934.839646,1296.440288,223.341701,-0.033512,-0.001039,-1.670565
1.000000,0.919000,1934.878540,1296.417525,223.400176,-0.033631,-0.001161,-1.670384
1.000000,0.932000,1934.921421,1296.425317,223.433642,-0.033567,-0.001200,-1.670425
1.000000,0.943000,1934.917403,1296.454203,223.439989,-0.033231,-0.001164,-1.670471
1.000000,0.955000,1934.904626,1296.481046,223.445223,-0.033135,-0.001059,-1.670669
1.000000,0.970000,1934.924893,1296.467557,223.410362,-0.033340,-0.001141,-1.670665
1.000000,0.983000,1934.918355,1296.439776,223.379115,-0.033314,-0.001113,-1.670552
1.000000,0.994000,1934.879767,1296.402908,223.371853,-0.033568,-0.001030,-1.670391
1.000000,1.007000,1934.855564,1296.399548,223.481440,-0.033684,-0.000976,-1.670073
1.000000,1.021000,1934.883988,1296.416096,223.481894,-0.033566,-0.001134,-1.670254
1.000000,1.034000,1934.907197,1296.421060,223.433048,-0.033621,-0.001185,-1.670440
1.000000,1.046000,1934.898367,1296.473653,223.383128,-0.033458,-0.001176,-1.670629
1.000000,1.056000,1934.890604,1296.516132,223.360152,-0.033043,-0.001227,-1.670826
1.000000,1.068000,1934.924506,1296.466934,223.391177,-0.032911,-0.001051,-1.670628
1.000000,1.079000,1934.933838,1296.414415,223.439976,-0.032993,-0.001082,-1.670642
1.000000,1.090000,1934.907721,1296.409632,223.478418,-0.033192,-0.001004,-1.670467
