0.079000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.113000,723.945565,559.983132,169.958477,-0.003972,0.012260,-0.064414
0.141000,723.938113,559.916048,169.978078,-0.004196,0.012470,-0.064844
0.165000,723.936643,560.071162,169.943588,-0.003712,0.012052,-0.065133
0.219000,723.932566,559.983751,170.009756,-0.004208,0.012507,-0.064714
0.250000,723.939788,559.976747,169.955531,-0.003896,0.012153,-0.064770
0.270000,723.944239,559.962145,169.940743,-0.004248,0.012332,-0.064764
0.288000,723.962337,560.046314,170.006384,-0.004158,0.012334,-0.065256
0.313000,723.964269,559.971252,169.974766,-0.004129,0.012457,-0.064854
0.326000,723.934960,559.951703,169.977194,-0.004414,0.012339,-0.064539
0.342000,723.925147,559.996701,169.949852,-0.004341,0.012183,-0.064560
0.357000,723.929377,560.039946,169.926671,-0.004013,0.012389,-0.064771
0.375000,723.937820,560.019706,169.976082,-0.004106,0.012343,-0.064903
0.390000,723.935975,559.968188,170.021863,-0.004293,0.012350,-0.065008
0.403000,723.958222,559.972016,169.969296,-0.004198,0.012427,-0.064826
0.421000,723.971739,560.026517,169.992112,-0.003857,0.011969,-0.065029
0.441000,723.932156,559.996248,169.956033,-0.003898,0.012081,-0.065069
0.458000,723.946794,559.977466,169.985440,-0.004401,0.012365,-0.064412
0.474000,723.932636,560.016597,169.987356,-0.004378,0.012417,-0.064365
0.489000,723.917989,560.029811,169.938452,-0.003937,0.012300,-0.064805
0.507000,723.931680,559.995747,169.961061,-0.004083,0.012475,-0.064952
0.523000,723.924551,559.971561,169.996308,-0.004376,0.012449,-0.065181
0.540000,723.920499,560.015870,169.939844,-0.004096,0.012286,-0.065038
0.554000,723.930954,560.067776,169.925523,-0.004070,0.012425,-0.064888
0.569000,723.907671,560.029533,169.950584,-0.004086,0.012276,-0.064680
0.583000,723.890157,559.979223,169.937475,-0.004117,0.012334,-0.064597
0.598000,723.923651,559.992436,169.964475,-0.004182,0.012376,-0.064393
0.611000,723.933831,560.017879,169.967162,-0.004328,0.012408,-0.064670
0.626000,723.922729,559.971159,169.934760,-0.004252,0.012454,-0.065028
0.640000,723.939995,559.945123,169.940589,-0.004139,0.012375,-0.064924
0.654000,723.950864,559.960486,169.938557,-0.004173,0.012340,-0.064739
0.669000,723.934243,559.991165,169.900838,-0.004078,0.012404,-0.064880
0.682000,723.943176,560.022450,169.918212,-0.003981,0.012316,-0.064876
0.697000,724.000612,560.050245,169.999429,-0.004263,0.012295,-0.064496
0.712000,723.950706,559.999933,169.972602,-0.004271,0.012343,-0.064437
0.727000,723.885675,559.936535,169.944854,-0.004123,0.012396,-0.064627
0.742000,723.916300,559.971922,169.972479,-0.004063,0.012271,-0.064599
0.754000,723.945362,560.012599,169.977583,-0.003991,0.012344,-0.064827
0.769000,723.940320,559.966140,169.911444,-0.004108,0.012224,-0.064962
0.784000,723.934328,559.967669,169.950308,-0.004181,0.012398,-0.064755
0.799000,723.943984,559.994717,169.954025,-0.004248,0.012454,-0.064286
0.822000,723.963250,560.039876,169.958443,-0.003880,0.012263,-0.064914
0.834000,723.955752,560.074300,169.958190,-0.003913,0.012227,-0.065105
0.850000,723.905930,559.997227,169.909175,-0.004008,0.012319,-0.064993
0.864000,723.886443,559.943354,169.907317,-0.004031,0.012337,-0.064794
0.879000,723.906865,559.982052,170.012380,-0.004405,0.012452,-0.064829
0.897000,723.965541,560.043527,169.939569,-0.004205,0.012201,-0.064573
0.912000,723.949093,560.041425,169.941725,-0.004100,0.012250,-0.064603
0.926000,723.898060,559.964887,169.982783,-0.004259,0.012392,-0.064827
0.940000,723.907349,559.941398,169.931379,-0.004099,0.012243,-0.064813
0.954000,723.940603,559.969618,169.926321,-0.004137,0.012377,-0.064827
0.972000,723.947644,560.044304,169.968872,-0.004262,0.012330,-0.064935
0.987000,723.898648,559.973241,169.965988,-0.004172,0.012336,-0.064882
1.002000,723.917333,559.947463,169.967286,-0.004261,0.012580,-0.064691
1.014000,723.938259,559.976776,170.013378,-0.004369,0.012482,-0.064147
1.030000,723.925463,559.998800,169.928680,-0.004321,0.012452,-0.064495
1.044000,723.908688,559.984267,169.897243,-0.004068,0.012221,-0.064651
1.058000,723.910843,559.970443,169.977240,-0.004146,0.012366,-0.064873
1.072000,723.908247,559.961945,169.985971,-0.004182,0.012399,-0.064915
1.087000,723.957270,560.007417,169.976935,-0.004229,0.012304,-0.065011
1.103000,724.007254,560.036832,170.008256,-0.004355,0.012157,-0.064851
1.131000,723.920614,559.929851,169.960985,-0.004122,0.012321,-0.064904
1.151000,723.947677,560.014835,169.933488,-0.003965,0.012321,-0.064572
1.164000,723.948300,560.039598,169.932098,-0.004120,0.012303,-0.064687
1.177000,723.947575,560.022676,169.980997,-0.004136,0.012132,-0.064953
1.190000,723.970253,560.012753,169.995630,-0.004073,0.012001,-0.065136
1.206000,723.963676,559.995873,169.996181,-0.004155,0.012373,-0.065030
1.223000,723.953080,560.020256,169.955369,-0.004161,0.012366,-0.064933
1.237000,723.951308,560.053533,169.893292,-0.003902,0.012296,-0.064944
1.252000,723.929277,560.013267,169.889801,-0.003935,0.012435,-0.064768
1.267000,723.888321,559.961757,169.965682,-0.004296,0.012586,-0.064525
1.281000,723.896379,559.974167,169.972724,-0.004324,0.012524,-0.064550
1.295000,723.928291,560.076699,169.950527,-0.004293,0.012446,-0.064370
1.311000,723.924595,560.056667,169.947989,-0.004201,0.012405,-0.064605
1.325000,723.915534,559.927533,169.966379,-0.004052,0.012460,-0.065272
1.340000,723.931171,559.920319,169.954449,-0.004121,0.012461,-0.065045
1.353000,723.947642,559.963695,169.944811,-0.004171,0.012405,-0.064680
1.368000,723.926266,560.016741,169.933413,-0.004195,0.012285,-0.064863
1.382000,723.915275,560.029084,169.961919,-0.004183,0.012262,-0.064909
1.397000,723.923917,560.011127,169.999415,-0.004262,0.012341,-0.064507
1.411000,723.913144,559.989836,169.963920,-0.004299,0.012414,-0.064337
1.425000,723.906973,560.008588,169.924436,-0.004390,0.012533,-0.064573
1.439000,723.924035,560.032616,169.931030,-0.004279,0.012438,-0.064899
1.453000,723.954041,560.016901,169.949815,-0.004251,0.012557,-0.064962
1.467000,723.966354,559.969041,169.987125,-0.004280,0.012495,-0.064825
1.483000,723.954101,559.996063,169.963619,-0.004343,0.012474,-0.064615
1.498000,723.924958,560.051904,169.902097,-0.004167,0.012202,-0.064686
1.513000,723.914297,560.030331,169.906030,-0.004245,0.012360,-0.064676
1.527000,723.919097,559.956969,169.948570,-0.004270,0.012375,-0.064499
1.542000,723.917417,559.953324,169.940196,-0.004261,0.012560,-0.064627
1.556000,723.926742,560.006072,169.885822,-0.004232,0.012451,-0.064529
1.571000,723.948118,560.009640,169.907599,-0.004231,0.012311,-0.064622
1.585000,723.962289,559.978606,169.969997,-0.004259,0.012367,-0.065147
1.602000,723.979943,560.001736,169.987569,-0.004290,0.012432,-0.065073
1.617000,723.980993,560.053431,169.932013,-0.004224,0.012463,-0.064699
1.633000,723.950614,560.045369,169.907890,-0.004057,0.012284,-0.064491
1.648000,723.926962,560.026877,169.926187,-0.004087,0.012478,-0.064771
1.663000,723.971766,560.000440,169.908818,-0.004163,0.012476,-0.064672
1.677000,723.992576,560.008984,169.930024,-0.004167,0.012434,-0.064832
1.692000,723.961465,560.031548,169.933134,-0.004310,0.012468,-0.064926
1.707000,723.947126,560.051143,169.908167,-0.004154,0.012427,-0.064688
1.723000,723.959523,560.017161,169.928534,-0.004306,0.012366,-0.064591
1.738000,723.923762,559.999050,169.953936,-0.004543,0.012699,-0.064514
1.754000,723.915868,560.003221,169.939557,-0.004354,0.012605,-0.064572
1.775000,723.946430,560.049982,169.932466,-0.004184,0.012523,-0.064769
1.791000,723.940910,560.012672,169.943664,-0.004240,0.012472,-0.065014
1.804000,723.930831,559.973416,169.971337,-0.004284,0.012420,-0.064907
