1.000000,0.118000,2822.155087,671.443646,16.565920,-0.042216,0.028098,-0.006847
1.000000,0.155000,2822.192981,671.519068,16.546004,-0.042066,0.027804,-0.006828
1.000000,0.180000,2822.219349,671.463849,16.575245,-0.042328,0.027776,-0.006854
1.000000,0.249000,2822.194566,671.466144,16.600453,-0.042193,0.028169,-0.006697
1.000000,0.290000,2822.149071,671.495211,16.580980,-0.042130,0.028017,-0.006775
1.000000,0.308000,2822.118858,671.499684,16.588036,-0.042196,0.028158,-0.006779
1.000000,0.324000,2822.172744,671.524495,16.558266,-0.042024,0.028503,-0.006593
1.000000,0.337000,2822.198339,671.523431,16.572838,-0.041915,0.027954,-0.006734
1.000000,0.353000,2822.186855,671.457697,16.584531,-0.042249,0.028004,-0.006629
1.000000,0.369000,2822.201473,671.431759,16.592366,-0.042253,0.028045,-0.006834
1.000000,0.386000,2822.216957,671.437357,16.609072,-0.042354,0.027915,-0.006890
1.000000,0.400000,2822.145479,671.527865,16.568256,-0.042092,0.028277,-0.006761
1.000000,0.415000,2822.145874,671.540513,16.533775,-0.042164,0.028297,-0.006738
1.000000,0.429000,2822.148918,671.530757,16.546648,-0.042180,0.028333,-0.006673
1.000000,0.446000,2822.241758,671.497599,16.595499,-0.042014,0.027969,-0.006727
1.000000,0.463000,2822.222521,671.495562,16.580983,-0.042094,0.028075,-0.006580
1.000000,0.477000,2822.179760,671.481637,16.598799,-0.042145,0.027836,-0.006773
1.000000,0.490000,2822.124070,671.483780,16.601652,-0.042072,0.028277,-0.006699
1.000000,0.504000,2822.136483,671.468439,16.636407,-0.042206,0.028064,-0.006743
1.000000,0.517000,2822.168547,671.477416,16.615209,-0.042308,0.028218,-0.006884
1.000000,0.532000,2822.197951,671.499399,16.593064,-0.042014,0.028383,-0.006583
1.000000,0.548000,2822.211356,671.502604,16.561102,-0.042075,0.028294,-0.006698
1.000000,0.560000,2822.178364,671.498945,16.585404,-0.041925,0.028127,-0.006554
1.000000,0.575000,2822.178089,671.528112,16.559996,-0.042103,0.027871,-0.006704
1.000000,0.589000,2822.164385,671.563770,16.576550,-0.042111,0.028119,-0.006579
1.000000,0.605000,2822.171640,671.553833,16.591078,-0.042026,0.027967,-0.006685
1.000000,0.618000,2822.144232,671.487244,16.593034,-0.041988,0.028301,-0.006620
1.000000,0.632000,2822.146230,671.429871,16.607017,-0.042296,0.028043,-0.006911
1.000000,0.645000,2822.199675,671.419162,16.627010,-0.042301,0.027854,-0.006915
1.000000,0.658000,2822.258387,671.485125,16.606838,-0.042194,0.028107,-0.006738
1.000000,0.673000,2822.205916,671.558093,16.552655,-0.042241,0.028243,-0.006695
1.000000,0.688000,2822.162078,671.582563,16.528027,-0.042149,0.028133,-0.006734
1.000000,0.700000,2822.140731,671.559101,16.554744,-0.041974,0.028080,-0.006747
1.000000,0.717000,2822.150479,671.497876,16.617920,-0.042143,0.028217,-0.006777
1.000000,0.730000,2822.176080,671.478701,16.594855,-0.042111,0.027789,-0.006898
