Dragon1,0.092000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
Dragon1,0.129000,661.114386,647.580032,170.482722,0.001935,0.004293,-0.020770
Dragon1,0.161000,661.097580,647.574014,170.471847,0.002061,0.004478,-0.020492
Dragon1,0.186000,661.160519,647.538770,170.403674,0.002163,0.004563,-0.020458
Dragon1,0.237000,661.162160,647.561519,170.486445,0.002198,0.004356,-0.020659
Dragon1,0.263000,661.118387,647.523308,170.474005,0.002196,0.004520,-0.020534
Dragon1,0.281000,661.152459,647.575949,170.470264,0.002329,0.004672,-0.020564
Dragon1,0.296000,661.154659,647.530245,170.456690,0.002197,0.004634,-0.020535
Dragon1,0.311000,661.154232,647.518946,170.451128,0.002225,0.004497,-0.020582
Dragon1,0.326000,661.107320,647.515937,170.507341,0.002232,0.004330,-0.020749
Dragon1,0.342000,661.120284,647.515288,170.503593,0.002208,0.004341,-0.020879
Dragon1,0.356000,661.194342,647.564911,170.485193,0.002214,0.004451,-0.020599
Dragon1,0.370000,661.200843,647.581500,170.461609,0.002278,0.004418,-0.020651
Dragon1,0.384000,661.097699,647.545614,170.448173,0.002301,0.004464,-0.020736
Dragon1,0.400000,661.095114,647.544826,170.483221,0.002199,0.004641,-0.020421
Dragon1,0.421000,661.147386,647.551376,170.480915,0.001899,0.004532,-0.020101
Dragon1,0.440000,661.114107,647.511602,170.457912,0.002074,0.004483,-0.020473
Dragon1,0.454000,661.142806,647.529559,170.472518,0.002147,0.004536,-0.020484
Dragon1,0.472000,661.158631,647.558420,170.427628,0.002251,0.004450,-0.020669
Dragon1,0.485000,661.146823,647.608548,170.434972,0.002187,0.004313,-0.020812
Dragon1,0.498000,661.134470,647.603631,170.465055,0.002131,0.004395,-0.020526
Dragon1,0.517000,661.123591,647.535540,170.464316,0.002006,0.004548,-0.020041
Dragon1,0.537000,661.119350,647.523409,170.502331,0.001954,0.004723,-0.020054
Dragon1,0.555000,661.127986,647.523002,170.503426,0.002003,0.004621,-0.020271
Dragon1,0.574000,661.144124,647.581622,170.417470,0.002333,0.004361,-0.020763
Dragon1,0.593000,661.114393,647.584411,170.422197,0.002264,0.004349,-0.020718
Dragon1,0.612000,661.147270,647.535214,170.465963,0.002145,0.004473,-0.020538
Dragon1,0.628000,661.177105,647.617897,170.501877,0.002030,0.004414,-0.020450
Dragon1,0.645000,661.136727,647.603544,170.476425,0.002167,0.004394,-0.020719
Dragon1,0.665000,661.103854,647.568590,170.460946,0.002030,0.004519,-0.020138
Dragon1,0.684000,661.122116,647.524723,170.445572,0.001881,0.004677,-0.020020
Dragon1,0.703000,661.168113,647.555676,170.447480,0.001901,0.004533,-0.020367
Dragon1,0.718000,661.188538,647.572598,170.495629,0.002044,0.004414,-0.020534
Dragon1,0.734000,661.166817,647.544806,170.515638,0.002005,0.004471,-0.020426
Dragon1,0.753000,661.134070,647.617243,170.487413,0.001945,0.004481,-0.020377
