Dragon1,0.776000,661.167458,647.628744,170.437944,0.002046,0.004523,-0.020192
Dragon1,0.791000,661.133183,647.540772,170.454506,0.002002,0.004484,-0.020481
Dragon1,0.812000,661.142103,647.516372,170.475211,0.001899,0.004746,-0.020209
Dragon1,0.832000,661.174048,647.567435,170.481237,0.001972,0.004438,-0.020209
Dragon1,0.850000,661.145386,647.582615,170.500915,0.002192,0.004141,-0.021096
Dragon1,0.867000,661.172848,647.566580,170.471629,0.002024,0.004496,-0.020531
Dragon1,0.884000,661.169702,647.573523,170.456760,0.001967,0.004587,-0.020448
Dragon1,0.900000,661.149631,647.565010,170.477340,0.001826,0.004719,-0.020268
Dragon1,0.920000,661.167754,647.555328,170.503855,0.001549,0.004874,-0.019648
Dragon1,0.937000,661.128510,647.549398,170.521754,0.001804,0.004523,-0.020216
Dragon1,0.952000,661.117330,647.568989,170.503679,0.002009,0.004475,-0.020460
Dragon1,0.972000,661.165591,647.617923,170.458765,0.002138,0.004285,-0.020601
Dragon1,0.989000,661.165961,647.572093,170.437104,0.002064,0.004343,-0.020684
Dragon1,1.005000,661.165317,647.527988,170.436729,0.002000,0.004412,-0.020616
Dragon1,1.022000,661.168171,647.565463,170.480991,0.001937,0.004545,-0.020347
Dragon1,1.039000,661.126545,647.601406,170.495589,0.001977,0.004345,-0.020558
Dragon1,1.055000,661.140106,647.527556,170.474275,0.001946,0.004454,-0.020388
Dragon1,1.072000,661.162771,647.512146,170.486693,0.001958,0.004512,-0.020277
Dragon1,1.089000,661.156199,647.522014,170.473051,0.002031,0.004497,-0.020641
Dragon1,1.107000,661.191525,647.558938,170.481373,0.001917,0.004446,-0.020481
Dragon1,1.123000,661.191763,647.561753,170.511466,0.001876,0.004466,-0.020432
Dragon1,1.141000,661.126501,647.574481,170.467827,0.001990,0.004446,-0.020772
Dragon1,1.159000,661.114910,647.587398,170.417475,0.002227,0.004405,-0.020701
Dragon1,1.175000,661.140424,647.526456,170.453571,0.002244,0.004594,-0.020556
Dragon1,1.191000,661.149250,647.501031,170.457945,0.002099,0.004565,-0.020783
Dragon1,1.206000,661.162593,647.539879,170.488360,0.002020,0.004606,-0.020503
Dragon1,1.223000,661.156009,647.582275,170.475604,0.002174,0.004398,-0.020659
Dragon1,1.240000,661.132943,647.601084,170.486566,0.002228,0.004361,-0.020809
Dragon1,1.260000,661.148381,647.531472,170.482990,0.002115,0.004457,-0.020668
Dragon1,1.277000,661.120048,647.522807,170.468476,0.002225,0.004575,-0.020793
Dragon1,1.294000,661.140490,647.551434,170.449344,0.002039,0.004646,-0.020370
Dragon1,1.311000,661.150820,647.562254,170.443232,0.001898,0.004543,-0.020341
Dragon1,1.326000,661.150762,647.574543,170.513715,0.001688,0.004541,-0.020246
Dragon1,1.343000,661.157860,647.588072,170.548244,0.001849,0.004583,-0.020433
Dragon1,1.358000,661.173221,647.624136,170.490644,0.002031,0.004496,-0.020580
Dragon1,1.375000,661.169351,647.592668,170.479680,0.001920,0.004543,-0.020452
Dragon1,1.389000,661.131637,647.489882,170.510150,0.001715,0.004686,-0.020003
Dragon1,1.402000,661.141627,647.519556,170.503534,0.001614,0.004764,-0.019901
Dragon1,1.417000,661.164045,647.636407,170.486047,0.001774,0.004575,-0.020385
Dragon1,1.433000,661.153098,647.663686,170.486350,0.001974,0.004483,-0.020608
Dragon1,1.448000,661.172008,647.598036,170.511401,0.001879,0.004574,-0.020441
Dragon1,1.460000,661.170442,647.570087,170.525999,0.001693,0.004719,-0.020090
Dragon1,1.473000,661.133281,647.561936,170.465701,0.001834,0.004490,-0.020372
Dragon1,1.488000,661.128560,647.566047,170.437060,0.001919,0.004513,-0.020445
Dragon1,1.503000,661.171988,647.564665,170.499912,0.001799,0.004805,-0.020142
Dragon1,1.520000,661.167063,647.573923,170.514346,0.001765,0.004777,-0.020166
Dragon1,1.536000,661.123898,647.607844,170.469097,0.001902,0.004554,-0.020387
Dragon1,1.551000,661.118154,647.612965,170.466764,0.001958,0.004386,-0.020499
Dragon1,1.566000,661.125082,647.560292,170.442711,0.002138,0.004366,-0.020828
Dragon1,1.580000,661.139625,647.534343,170.484125,0.001828,0.004693,-0.020323
Dragon1,1.600000,661.163233,647.574839,170.522154,0.001827,0.004764,-0.020119
Dragon1,1.615000,661.134286,647.625110,170.427884,0.001850,0.004577,-0.020338
Dragon1,1.631000,661.129037,647.596270,170.440198,0.001810,0.004577,-0.020284
Dragon1,1.648000,661.098709,647.534919,170.478889,0.001746,0.004657,-0.020137
Dragon1,1.664000,661.086020,647.558134,170.439993,0.001874,0.004457,-0.020384
Dragon1,1.682000,661.105530,647.581376,170.449137,0.001892,0.004491,-0.020481
Dragon1,1.701000,661.132959,647.533836,170.442103,0.001960,0.004622,-0.020266
Dragon1,1.716000,661.136731,647.523496,170.424107,0.001879,0.004695,-0.020096
Dragon1,1.732000,661.137842,647.543182,170.430924,0.001901,0.004673,-0.020295
Dragon1,1.771000,661.098327,647.481750,170.426429,0.002247,0.004500,-0.020880
