90.300003,1.000000,-0.700000,-0.000104,-0.001650,-0.002009
90.300003,1.000000,-0.700000,-0.000452,-0.001263,-0.001995
90.300003,1.000000,-0.700000,-0.000613,-0.000988,-0.001788
90.300003,1.000000,-0.700000,-0.000647,-0.000924,-0.001746
90.300003,1.000000,-0.700000,-0.000675,-0.000849,-0.001710
90.300003,1.000000,-0.700000,-0.000733,-0.000580,-0.001558
90.300003,1.000000,-0.700000,-0.000733,-0.000580,-0.001558
90.300003,1.000000,-0.700000,-0.000738,-0.000486,-0.001499
90.300003,1.000000,-0.700000,-0.000738,-0.000390,-0.001435
90.300003,1.000000,-0.700000,-0.000741,-0.000290,-0.001365
90.300003,1.000000,-0.700000,-0.000748,-0.000191,-0.001304
90.300003,1.000000,-0.700000,-0.000762,-0.000077,-0.001231
90.300003,1.000000,-0.700000,-0.000775,0.000030,-0.001167
90.300003,1.000000,-0.700000,-0.000791,0.000135,-0.001108
90.300003,1.000000,-0.700000,-0.000816,0.000236,-0.001059
90.300003,1.000000,-0.700000,-0.000841,0.000333,-0.001016
90.300003,1.000000,-0.700000,-0.000873,0.000436,-0.000965
90.300003,1.000000,-0.700000,-0.000897,0.000515,-0.000915
90.300003,1.000000,-0.700000,-0.000924,0.000590,-0.000862
90.300003,1.000000,-0.700000,-0.000951,0.000662,-0.000811
90.300003,1.000000,-0.700000,-0.000951,0.000662,-0.000811
90.300003,1.000000,-0.700000,-0.000974,0.000723,-0.000760
90.300003,1.000000,-0.700000,-0.000992,0.000781,-0.000701
90.300003,1.000000,-0.700000,-0.001008,0.000856,-0.000606
90.300003,1.000000,-0.700000,-0.001016,0.000913,-0.000532
90.300003,1.000000,-0.700000,-0.001034,0.000967,-0.000465
90.300003,1.000000,-0.700000,-0.001053,0.001021,-0.000407
90.300003,1.000000,-0.700000,-0.001070,0.001075,-0.000358
90.300003,1.000000,-0.700000,-0.001077,0.001121,-0.000313
90.300003,1.000000,-0.700000,-0.001077,0.001121,-0.000313
90.300003,1.000000,-0.700000,-0.001080,0.001179,-0.000258
90.300003,1.000000,-0.700000,-0.001075,0.001228,-0.000216
90.300003,1.000000,-0.700000,-0.001069,0.001277,-0.000190
90.300003,1.000000,-0.700000,-0.001061,0.001323,-0.000172
90.300003,1.000000,-0.700000,-0.001049,0.001360,-0.000156
90.300003,1.000000,-0.700000,-0.001026,0.001389,-0.000137
90.300003,1.000000,-0.700000,-0.001026,0.001389,-0.000137
90.300003,1.000000,-0.700000,-0.000940,0.001427,-0.000115
90.300003,1.000000,-0.700000,-0.000898,0.001422,-0.000118
90.300003,1.000000,-0.700000,-0.000853,0.001421,-0.000133
90.300003,1.000000,-0.700000,-0.000853,0.001421,-0.000133
90.300003,1.000000,-0.700000,-0.000804,0.001415,-0.000167
90.300003,1.000000,-0.700000,-0.000765,0.001404,-0.000192
90.300003,1.000000,-0.700000,-0.000731,0.001391,-0.000221
90.300003,1.000000,-0.700000,-0.000731,0.001391,-0.000221
90.300003,1.000000,-0.700000,-0.000699,0.001369,-0.000262
90.300003,1.000000,-0.700000,-0.000673,0.001338,-0.000305
90.300003,1.000000,-0.700000,-0.000645,0.001307,-0.000345
90.300003,1.000000,-0.700000,-0.000612,0.001257,-0.000394
90.300003,1.000000,-0.700000,-0.000582,0.001221,-0.000434
90.300003,1.000000,-0.700000,-0.000554,0.001188,-0.000459
90.300003,1.000000,-0.700000,-0.000554,0.001188,-0.000459
90.300003,1.000000,-0.700000,-0.000527,0.001145,-0.000480
90.300003,1.000000,-0.700000,-0.000495,0.001098,-0.000502
90.300003,1.000000,-0.700000,-0.000495,0.001098,-0.000502
90.300003,1.000000,-0.700000,-0.000467,0.001046,-0.000522
90.300003,1.000000,-0.700000,-0.000436,0.000965,-0.000554
90.300003,1.000000,-0.700000,-0.000436,0.000965,-0.000554
90.300003,1.000000,-0.700000,-0.000414,0.000901,-0.000591
90.300003,1.000000,-0.700000,-0.000397,0.000854,-0.000618
90.300003,1.000000,-0.700000,-0.000367,0.000778,-0.000657
90.300003,1.000000,-0.700000,-0.000343,0.000716,-0.000673
90.300003,1.000000,-0.700000,-0.000343,0.000716,-0.000673
90.300003,1.000000,-0.700000,-0.000316,0.000649,-0.000684
90.300003,1.000000,-0.700000,-0.000279,0.000580,-0.000695
90.300003,1.000000,-0.700000,-0.000237,0.000505,-0.000708
90.300003,1.000000,-0.700000,-0.000237,0.000505,-0.000708
90.300003,1.000000,-0.700000,-0.000185,0.000410,-0.000714
90.300003,1.000000,-0.700000,-0.000138,0.000330,-0.000724
90.300003,1.000000,-0.700000,-0.000138,0.000330,-0.000724
90.300003,1.000000,-0.700000,-0.000087,0.000243,-0.000745
90.300003,1.000000,-0.700000,-0.000041,0.000153,-0.000781
90.300003,1.000000,-0.700000,0.000007,0.000057,-0.000824
90.300003,1.000000,-0.700000,0.000074,-0.000065,-0.000875
90.300003,1.000000,-0.700000,0.000074,-0.000065,-0.000875
90.300003,1.000000,-0.700000,0.000133,-0.000163,-0.000921
