1582676127.000000,-0.000104,-0.001650,-0.002009,-0.691016,-1.001140,90.160548,-0.000623,0.000364,-0.002304,-0.000215,0.000220,0.000333
1582676127.000000,-0.000452,-0.001263,-0.001995,-0.688246,-1.000209,90.162710,0.000499,-0.000069,-0.000726,-0.000517,-0.000878,0.000371
1582676127.000000,-0.000613,-0.000988,-0.001788,-0.686544,-0.998888,90.162541,0.000820,0.000350,-0.000704,-0.000150,-0.000354,0.000464
1582676127.000000,-0.000647,-0.000924,-0.001746,-0.687382,-0.997512,90.162725,0.001226,0.000215,-0.000907,-0.000308,0.000555,0.000244
1582676127.000000,-0.000675,-0.000849,-0.001710,-0.688446,-0.996028,90.161629,0.001479,0.000139,-0.000851,-0.000042,0.000333,0.000030
1582676127.000000,-0.000733,-0.000580,-0.001558,-0.686994,-0.995280,90.161262,0.002217,-0.000193,-0.000259,0.001452,0.000003,0.000311
1582676127.000000,-0.000733,-0.000580,-0.001558,-0.686994,-0.995280,90.161262,0.002217,-0.000193,-0.000259,0.001452,0.000003,0.000311
1582676127.000000,-0.000738,-0.000486,-0.001499,-0.686924,-0.995144,90.161222,0.002454,-0.000321,-0.000022,-0.000412,-0.000024,0.000173
1582676127.000000,-0.000738,-0.000390,-0.001435,-0.687280,-0.995998,90.162286,0.002679,-0.000415,0.000243,-0.001394,-0.000152,0.000464
1582676127.000000,-0.000741,-0.000290,-0.001365,-0.686593,-0.995721,90.162247,0.002882,0.000013,0.000173,0.000840,0.000231,0.000034
1582676127.000000,-0.000748,-0.000191,-0.001304,-0.686621,-0.995379,90.162669,0.002901,0.000001,-0.000121,0.000016,0.000284,0.000841
1582676127.000000,-0.000762,-0.000077,-0.001231,-0.689118,-0.994755,90.161647,0.003280,0.000306,0.000327,-0.001018,0.000001,-0.000064
1582676127.000000,-0.000775,0.000030,-0.001167,-0.688518,-0.994460,90.160907,0.003571,0.000318,0.000280,-0.000154,-0.000332,0.000660
1582676127.000000,-0.000791,0.000135,-0.001108,-0.688397,-0.994519,90.160313,0.003400,0.000662,0.000131,-0.000103,0.000365,-0.000153
1582676127.000000,-0.000816,0.000236,-0.001059,-0.688443,-0.993986,90.159983,0.003637,0.000749,-0.000048,0.000968,0.000718,0.000601
1582676127.000000,-0.000841,0.000333,-0.001016,-0.689605,-0.994649,90.158385,0.003417,0.000750,-0.000117,-0.000553,-0.000245,-0.001653
1582676128.000000,-0.000873,0.000436,-0.000965,-0.688853,-0.994316,90.158063,0.003197,0.000797,0.000257,0.000629,0.000214,0.000738
1582676128.000000,-0.000897,0.000515,-0.000915,-0.689166,-0.994287,90.156731,0.003245,0.000760,0.000328,-0.000024,-0.000499,-0.000429
1582676128.000000,-0.000924,0.000590,-0.000862,-0.689074,-0.993719,90.156211,0.003342,0.001012,0.000606,0.000294,-0.000161,0.000074
1582676128.000000,-0.000951,0.000662,-0.000811,-0.689407,-0.993644,90.156534,0.003234,0.000720,0.000447,0.000075,-0.000168,0.000179
1582676128.000000,-0.000951,0.000662,-0.000811,-0.689407,-0.993644,90.156534,0.003234,0.000720,0.000447,0.000075,-0.000168,0.000179
1582676128.000000,-0.000974,0.000723,-0.000760,-0.689762,-0.993590,90.157061,0.003257,0.000812,0.000547,-0.000292,0.000103,0.001061
1582676128.000000,-0.000992,0.000781,-0.000701,-0.690321,-0.993208,90.155862,0.003439,0.000548,0.001062,-0.000719,0.000360,-0.000310
1582676128.000000,-0.001008,0.000856,-0.000606,-0.688831,-0.992569,90.156169,0.003683,0.000456,0.001325,0.001322,0.000639,0.000526
1582676128.000000,-0.001016,0.000913,-0.000532,-0.688851,-0.992571,90.155501,0.003573,0.000499,0.001458,0.000535,-0.000281,-0.000658
1582676128.000000,-0.001034,0.000967,-0.000465,-0.688709,-0.992796,90.154825,0.003682,0.000835,0.001223,-0.000224,-0.000222,0.000012
1582676128.000000,-0.001053,0.001021,-0.000407,-0.688377,-0.991895,90.155179,0.003904,0.000918,0.001058,-0.000159,0.001134,0.000310
1582676128.000000,-0.001070,0.001075,-0.000358,-0.688827,-0.991866,90.153325,0.003893,0.000615,0.000644,0.000386,0.000545,-0.001044
1582676128.000000,-0.001077,0.001121,-0.000313,-0.688679,-0.991806,90.154505,0.003845,0.000589,0.000895,-0.000377,-0.000117,0.000752
1582676128.000000,-0.001077,0.001121,-0.000313,-0.688679,-0.991806,90.154505,0.003845,0.000589,0.000895,-0.000377,-0.000117,0.000752
1582676128.000000,-0.001080,0.001179,-0.000258,-0.688354,-0.992262,90.155154,0.003987,0.000353,0.000984,0.000915,0.000118,0.000666
1582676128.000000,-0.001075,0.001228,-0.000216,-0.687001,-0.992535,90.155588,0.004245,0.000294,0.000864,0.000258,-0.000358,0.000361
1582676128.000000,-0.001069,0.001277,-0.000190,-0.686664,-0.994646,90.153802,0.004338,0.000219,0.000314,0.000409,-0.001142,-0.000451
1582676128.000000,-0.001061,0.001323,-0.000172,-0.685985,-0.995723,90.153001,0.004198,0.000293,0.000412,0.000783,-0.000459,0.000267
1582676128.000000,-0.001049,0.001360,-0.000156,-0.685728,-0.995609,90.153931,0.003988,-0.000006,0.000382,0.000365,0.000106,0.000302
1582676128.000000,-0.001026,0.001389,-0.000137,-0.684683,-0.996882,90.153373,0.004024,-0.000371,0.000734,0.000293,-0.000563,-0.000282
1582676128.000000,-0.001026,0.001389,-0.000137,-0.684683,-0.996882,90.153373,0.004024,-0.000371,0.000734,0.000293,-0.000563,-0.000282
1582676128.000000,-0.000940,0.001427,-0.000115,-0.683800,-0.997935,90.153237,0.003515,-0.000772,0.000140,0.000915,-0.000455,0.000066
1582676128.000000,-0.000898,0.001422,-0.000118,-0.682478,-0.999815,90.152998,0.003583,-0.000825,0.000107,0.001023,-0.001207,-0.000527
1582676128.000000,-0.000853,0.001421,-0.000133,-0.682227,-0.999979,90.152828,0.003105,-0.000725,-0.000318,-0.000270,0.000001,0.000228
1582676128.000000,-0.000853,0.001421,-0.000133,-0.682227,-0.999979,90.152828,0.003105,-0.000725,-0.000318,-0.000270,0.000001,0.000228
1582676128.000000,-0.000804,0.001415,-0.000167,-0.682444,-1.000087,90.154250,0.003217,-0.000714,-0.000326,0.000201,0.000293,0.001403
1582676128.000000,-0.000765,0.001404,-0.000192,-0.680867,-1.000659,90.154578,0.003245,-0.000511,-0.000434,0.001322,0.000079,0.000438
1582676128.000000,-0.000731,0.001391,-0.000221,-0.679797,-1.000961,90.154630,0.003148,-0.000504,-0.000673,0.000811,-0.000098,-0.000052
1582676128.000000,-0.000731,0.001391,-0.000221,-0.679797,-1.000961,90.154630,0.003148,-0.000504,-0.000673,0.000811,-0.000098,-0.000052
1582676128.000000,-0.000699,0.001369,-0.000262,-0.679541,-1.001591,90.153971,0.002964,-0.000248,-0.000832,-0.000051,0.000329,-0.000574
1582676128.000000,-0.000673,0.001338,-0.000305,-0.679011,-1.002812,90.152173,0.002874,-0.000335,-0.000774,0.001011,-0.000289,-0.000676
1582676128.000000,-0.000645,0.001307,-0.000345,-0.678391,-1.002847,90.151892,0.002605,-0.000260,-0.000794,0.000358,0.000386,-0.000037
1582676128.000000,-0.000612,0.001257,-0.000394,-0.677941,-1.002766,90.152465,0.002701,-0.000404,-0.000717,-0.000857,0.000037,-0.000209
1582676128.000000,-0.000582,0.001221,-0.000434,-0.679328,-1.001733,90.151501,0.002837,-0.000637,-0.000475,-0.000684,0.000217,-0.000056
1582676129.000000,-0.000554,0.001188,-0.000459,-0.679522,-1.001060,90.151493,0.002605,-0.000570,-0.000290,-0.000645,0.000489,0.000349
1582676129.000000,-0.000554,0.001188,-0.000459,-0.679522,-1.001060,90.151493,0.002605,-0.000570,-0.000290,-0.000645,0.000489,0.000349
1582676129.000000,-0.000527,0.001145,-0.000480,-0.678812,-1.000801,90.152473,0.002432,-0.000590,-0.000366,0.000906,0.000209,0.001316
1582676129.000000,-0.000495,0.001098,-0.000502,-0.678160,-1.001028,90.151582,0.002446,-0.000679,-0.000258,0.000734,0.000404,0.000124
1582676129.000000,-0.000495,0.001098,-0.000502,-0.678160,-1.001028,90.151582,0.002446,-0.000679,-0.000258,0.000734,0.000404,0.000124
1582676129.000000,-0.000467,0.001046,-0.000522,-0.678680,-1.000736,90.151456,0.002090,-0.000704,-0.000293,-0.000338,0.000377,0.000054
1582676129.000000,-0.000436,0.000965,-0.000554,-0.677533,-1.001022,90.150758,0.001802,-0.000537,-0.000645,-0.000113,0.000032,0.000133
1582676129.000000,-0.000436,0.000965,-0.000554,-0.677533,-1.001022,90.150758,0.001802,-0.000537,-0.000645,-0.000113,0.000032,0.000133
1582676129.000000,-0.000414,0.000901,-0.000591,-0.677550,-0.999716,90.149942,0.001751,-0.000528,-0.000824,0.000730,0.002042,-0.000143
1582676129.000000,-0.000397,0.000854,-0.000618,-0.677991,-1.000015,90.150176,0.001899,-0.000713,-0.000922,-0.001003,-0.000433,0.000011
1582676129.000000,-0.000367,0.000778,-0.000657,-0.678273,-1.000341,90.149493,0.001902,-0.000786,-0.000504,-0.000147,-0.000091,-0.000142
1582676129.000000,-0.000343,0.000716,-0.000673,-0.678064,-1.000129,90.148289,0.001567,-0.000724,-0.000296,0.000044,-0.000067,-0.000874
1582676129.000000,-0.000343,0.000716,-0.000673,-0.678064,-1.000129,90.148289,0.001567,-0.000724,-0.000296,0.000044,-0.000067,-0.000874
1582676129.000000,-0.000316,0.000649,-0.000684,-0.676329,-1.000714,90.149176,0.001535,-0.001150,-0.000114,0.000242,0.000636,0.000653
1582676129.000000,-0.000279,0.000580,-0.000695,-0.675109,-0.999702,90.149666,0.001379,-0.001371,-0.000347,0.000690,0.000982,0.000064
